ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,DAY_OF_WEEK,DAY_WEEK_DESC,DCA_CODE,DCA_DESC,LIGHT_CONDITION,NODE_ID,NO_OF_VEHICLES,NO_PERSONS_KILLED,NO_PERSONS_INJ_2,NO_PERSONS_INJ_3,NO_PERSONS_NOT_INJ,NO_PERSONS,POLICE_ATTEND,ROAD_GEOMETRY,ROAD_GEOMETRY_DESC,SEVERITY,SPEED_ZONE,RMA
T20120006230,2012-03-14,17:50:00,2,Struck Pedestrian,4,Wednesday,106,VEH STRIKES PED ON FOOTPATH/MEDIAN/TRAFFIC ISLAND.,1,206,4,0,1,2,0,3,1,1,Cross intersection,2,50,Arterial Other
T20120006231,2012-03-14,18:10:00,1,Collision with vehicle,4,Wednesday,121,RIGHT THROUGH,1,46840,2,0,0,1,1,2,1,1,Cross intersection,3,70,Arterial Highway
T20120006234,2012-03-14,16:20:00,1,Collision with vehicle,4,Wednesday,132,RIGHT REAR.,1,52321,3,0,1,6,0,7,1,2,T intersection,2,100,Arterial Highway
T20120006238,2012-03-14,17:39:00,4,Collision with a fixed object,4,Wednesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,250507,1,0,1,0,0,1,1,5,Not at intersection,2,100,Arterial Highway
T20120006239,2012-03-14,20:20:00,1,Collision with vehicle,4,Wednesday,121,RIGHT THROUGH,3,36148,2,0,1,0,1,2,1,2,T intersection,2,60,Arterial Other
T20120006276,2012-03-15,09:20:00,6,Vehicle overturned (no collision),5,Thursday,182,OFF CARRIAGEWAY ON LEFT BEND,1,50414,1,0,2,0,0,2,1,1,Cross intersection,2,80,Arterial Highway
T20120006273,2012-03-15,08:40:00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH,1,40741,2,0,0,1,1,2,1,2,T intersection,3,60,Arterial Other
T20120006272,2012-03-15,06:45:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE),2,254297,4,0,0,3,1,4,1,5,Not at intersection,3,100,Freeway
T20120006320,2012-03-15,15:30:00,2,Struck Pedestrian,5,Thursday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,41620,1,0,1,0,1,2,1,2,T intersection,2,50,Arterial Other
T20120006294,2012-03-15,13:06:00,1,Collision with vehicle,5,Thursday,149,OTHER MANOEUVRING NOT INCLUDED IN DCAs 140-148,1,44502,2,0,1,1,3,5,1,2,T intersection,2,50,Local Road
T20120006268,2012-03-15,07:20:00,8,No collision and no object struck,5,Thursday,170,OFF CARRIAGEWAY TO LEFT,5,250517,1,0,1,0,0,1,1,5,Not at intersection,2,80,Arterial Other
T20120006265,2012-03-15,07:56:00,1,Collision with vehicle,5,Thursday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,41740,3,0,1,0,4,5,1,2,T intersection,2,70,Arterial Other
T20120006263,2012-03-15,08:05:00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL,1,250516,1,0,1,0,0,1,1,5,Not at intersection,2,100,Arterial Other
T20120006262,2012-03-15,07:40:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE),2,250514,2,0,0,1,1,2,1,5,Not at intersection,3,80,Arterial Other
T20120006248,2012-03-15,00:35:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE),3,258451,2,0,0,3,0,3,1,5,Not at intersection,3,70,Arterial Highway
T20120006261,2012-03-15,08:30:00,2,Struck Pedestrian,5,Thursday,107,PED ON FOOTHPATH STRUCK BY VEHENTERING/LEAVING DRIVEWAY.,1,57606,1,0,0,2,1,3,1,2,T intersection,3,999,Arterial Highway
T20120006339,2012-03-15,15:55:00,4,Collision with a fixed object,5,Thursday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,250553,1,0,1,0,0,1,1,5,Not at intersection,2,80,Local Road
T20120006258,2012-03-15,07:55:00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH,1,35407,2,0,0,1,1,2,1,2,T intersection,3,60,Arterial Other
T20120006296,2012-03-15,14:13:00,8,No collision and no object struck,5,Thursday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,250680,1,0,0,1,0,1,1,1,Cross intersection,3,40,Local Road
T20120006322,2012-03-15,15:15:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE),1,250537,3,0,0,1,2,3,1,5,Not at intersection,3,60,Local Road
T20120006323,2012-03-15,15:00:00,1,Collision with vehicle,5,Thursday,132,RIGHT REAR.,1,250539,2,0,0,1,1,2,1,5,Not at intersection,3,40,Arterial Other
T20120006288,2012-03-15,13:07:00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH,1,57528,2,0,0,1,1,2,1,2,T intersection,3,60,Arterial Other
T20120006308,2012-03-15,14:42:00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH,1,329,2,0,1,0,2,3,1,1,Cross intersection,2,60,Arterial Highway
T20120006340,2012-03-15,21:08:00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH,3,44705,2,0,0,1,1,2,1,2,T intersection,3,60,Arterial Other
T20120006325,2012-03-15,11:30:00,1,Collision with vehicle,5,Thursday,116,LEFT NEAR (INTERSECTIONS ONLY),1,250540,2,0,0,2,0,2,2,2,T intersection,3,50,Local Road
T20120006331,2012-03-15,19:10:00,1,Collision with vehicle,5,Thursday,112,LEFT FAR (INTERSECTIONS ONLY),1,770,2,0,0,1,1,2,1,2,T intersection,3,60,Arterial Other
T20120006722,2012-03-15,15:00:00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL,1,250525,1,0,1,0,0,1,2,5,Not at intersection,2,50,
T20120006332,2012-03-15,18:40:00,6,Vehicle overturned (no collision),5,Thursday,180,OFF CARRIAGEWAY ON RIGHT BEND,1,250543,1,0,1,0,0,1,1,5,Not at intersection,2,100,Arterial Other
T20120006344,2012-03-15,15:27:00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH,1,282480,3,0,0,3,1,4,1,1,Cross intersection,3,80,Arterial Highway
T20120015603,2012-03-15,14:00:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE),1,36785,2,0,0,1,2,3,2,2,T intersection,3,80,Arterial Other
T20120006309,2012-03-15,11:00:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE),1,42591,3,0,0,1,2,3,2,1,Cross intersection,3,999,Arterial Other
T20120006345,2012-03-15,03:30:00,4,Collision with a fixed object,5,Thursday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,250555,1,0,2,2,0,4,1,2,T intersection,2,50,
T20120006312,2012-03-15,15:50:00,1,Collision with vehicle,5,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,43096,2,0,0,3,1,4,1,1,Cross intersection,3,80,Arterial Highway
T20120006279,2012-03-15,10:48:00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH,1,37402,2,0,1,0,1,2,1,1,Cross intersection,2,50,Arterial Other
T20120006281,2012-03-15,10:30:00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH,1,70190,2,0,0,1,1,2,2,2,T intersection,3,60,Arterial Other
T20120007013,2012-03-15,07:10:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE),2,250623,2,0,0,1,1,2,2,5,Not at intersection,3,60,Local Road
T20120006315,2012-03-15,16:25:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE),1,45063,2,0,1,0,2,3,1,2,T intersection,2,70,Arterial Other
T20120006283,2012-03-15,13:08:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE),1,42546,2,0,0,1,1,2,2,2,T intersection,3,60,Arterial Other
T20120006284,2012-03-15,11:53:00,1,Collision with vehicle,4,Thursday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,355306,2,0,1,0,2,3,1,5,Not at intersection,2,50,Arterial Highway
T20120006292,2012-03-15,09:45:00,4,Collision with a fixed object,5,Thursday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,1,250527,1,0,0,1,1,2,1,5,Not at intersection,3,100,Arterial Other
T20120006337,2012-03-15,20:05:00,1,Collision with vehicle,5,Thursday,113,RIGHT NEAR (INTERSECTIONS ONLY),3,68517,2,0,0,1,3,4,1,2,T intersection,3,60,Arterial Other
T20120006338,2012-03-15,12:30:00,1,Collision with vehicle,5,Thursday,149,OTHER MANOEUVRING NOT INCLUDED IN DCAs 140-148,1,11077,2,0,0,1,1,2,2,2,T intersection,3,50,Local Road
T20120006415,2012-03-15,10:20:00,6,Vehicle overturned (no collision),5,Thursday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,250588,1,0,0,1,0,1,1,5,Not at intersection,3,100,Arterial Highway
T20120006300,2012-03-15,09:00:00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL,1,250529,1,0,1,0,0,1,1,5,Not at intersection,2,100,Arterial Highway
T20120006413,2012-03-15,22:08:00,1,Collision with vehicle,5,Thursday,113,RIGHT NEAR (INTERSECTIONS ONLY),3,57569,2,0,0,1,1,2,1,2,T intersection,3,60,Arterial Other
T20120006410,2012-03-15,17:15:00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH,1,36875,2,0,0,1,1,2,1,1,Cross intersection,3,50,Arterial Other
T20120006317,2012-03-15,08:00:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE),1,277223,2,0,0,1,1,2,2,1,Cross intersection,3,50,Arterial Other
T20120006385,2012-03-15,22:58:00,4,Collision with a fixed object,5,Thursday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,46919,1,0,0,4,0,4,1,2,T intersection,3,50,Local Road
T20120007055,2012-03-15,09:45:00,1,Collision with vehicle,5,Thursday,135,LANE CHANGE LEFT (NOT OVERTAKING),1,252508,2,0,0,1,1,2,2,5,Not at intersection,3,50,Local Road
T20120006349,2012-03-15,22:45:00,2,Struck Pedestrian,5,Thursday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,3,55537,1,0,1,0,1,2,1,2,T intersection,2,60,Arterial Other
T20120006377,2012-03-15,14:45:00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH,1,52350,2,0,0,4,1,5,1,2,T intersection,3,100,Arterial Highway
T20120008096,2012-03-15,09:50:00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH,1,50236,2,0,0,1,3,4,2,2,T intersection,3,999,Local Road
T20120006319,2012-03-15,17:00:00,1,Collision with vehicle,5,Thursday,120,HEAD ON (NOT OVERTAKING),1,250534,2,0,0,2,0,2,1,5,Not at intersection,3,100,Arterial Highway
T20120011619,2012-03-15,20:37:00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH,3,241,2,0,0,1,2,3,1,1,Cross intersection,3,50,Local Road
T20120006480,2012-03-16,07:40:00,1,Collision with vehicle,6,Friday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,37596,2,0,0,1,1,2,2,2,T intersection,3,60,Arterial Other
T20120017942,2012-03-16,14:50:00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE),1,36813,2,0,0,1,1,2,2,1,Cross intersection,3,999,Arterial Other
T20120006624,2012-03-16,20:15:00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE),1,47700,3,0,1,0,2,3,2,2,T intersection,2,70,Arterial Other
T20120006408,2012-03-16,11:10:00,1,Collision with vehicle,6,Friday,144,PARKED VEHICLES ONLY,1,250465,2,0,0,1,0,1,1,5,Not at intersection,3,999,Arterial Other
T20120018627,2012-03-16,00:20:00,4,Collision with a fixed object,6,Friday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,5,253485,1,0,0,1,0,1,2,5,Not at intersection,3,100,Local Road
T20120007466,2012-03-16,17:30:00,8,No collision and no object struck,6,Friday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,250891,1,0,0,1,0,1,2,5,Not at intersection,3,40,Arterial Other
T20120006906,2012-03-16,12:00:00,1,Collision with vehicle,6,Friday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,250590,2,0,0,1,1,2,1,5,Not at intersection,3,60,Arterial Other
T20120006435,2012-03-16,20:20:00,4,Collision with a fixed object,6,Friday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,5,252605,1,0,1,1,0,2,1,5,Not at intersection,2,80,Local Road
T20120006433,2012-03-16,19:25:00,2,Struck Pedestrian,6,Friday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,52697,1,0,1,1,2,4,1,1,Cross intersection,2,60,Arterial Highway
T20120006430,2012-03-16,16:10:00,2,Struck Pedestrian,6,Friday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,1,250482,1,0,1,0,1,2,1,5,Not at intersection,2,60,Arterial Highway
T20120006429,2012-03-16,17:07:00,6,Vehicle overturned (no collision),6,Friday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,252856,1,0,1,0,0,1,1,5,Not at intersection,2,50,Local Road
T20120006425,2012-03-16,15:30:00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE),1,250479,3,0,0,1,2,3,1,5,Not at intersection,3,60,Arterial Other
T20120006420,2012-03-16,18:01:00,1,Collision with vehicle,6,Friday,135,LANE CHANGE LEFT (NOT OVERTAKING),1,250474,2,0,0,1,1,2,1,5,Not at intersection,3,60,Arterial Other
T20120006418,2012-03-16,17:15:00,1,Collision with vehicle,6,Friday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,250471,2,0,0,1,3,4,1,5,Not at intersection,3,50,Arterial Highway
T20120020835,2012-03-16,18:50:00,1,Collision with vehicle,6,Friday,121,RIGHT THROUGH,1,1030,2,0,0,1,1,2,1,1,Cross intersection,3,70,Arterial Other
T20120006372,2012-03-16,08:30:00,4,Collision with a fixed object,6,Friday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,250586,1,0,0,1,0,1,1,5,Not at intersection,3,70,Local Road
T20120006362,2012-03-16,07:50:00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE),1,250582,4,0,0,2,2,4,1,5,Not at intersection,3,60,Arterial Other
T20120006360,2012-03-16,07:10:00,4,Collision with a fixed object,6,Friday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,250581,1,0,0,1,0,1,1,2,T intersection,3,50,Local Road
T20120006386,2012-03-16,08:30:00,1,Collision with vehicle,6,Friday,132,RIGHT REAR.,1,40109,2,0,0,1,1,2,1,2,T intersection,3,50,Arterial Other
T20120006381,2012-03-16,10:00:00,1,Collision with vehicle,6,Friday,120,HEAD ON (NOT OVERTAKING),1,250451,2,0,1,0,1,2,1,5,Not at intersection,2,70,Arterial Other
T20120007014,2012-03-16,21:30:00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE),6,250624,2,0,0,1,1,2,2,5,Not at intersection,3,100,Freeway
T20120006389,2012-03-16,06:40:00,1,Collision with vehicle,6,Friday,113,RIGHT NEAR (INTERSECTIONS ONLY),2,39794,2,0,0,1,1,2,1,2,T intersection,3,80,Arterial Other
T20120007058,2012-03-16,15:30:00,1,Collision with vehicle,6,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,37335,2,0,0,2,1,3,2,1,Cross intersection,3,999,Local Road
T20120006431,2012-03-16,19:55:00,1,Collision with vehicle,6,Friday,121,RIGHT THROUGH,3,29595,2,0,1,0,1,2,1,1,Cross intersection,2,60,Local Road
T20120006436,2012-03-16,19:40:00,2,Struck Pedestrian,6,Friday,103,PED PLAYING/LYING/WORKING/STANDING ON CARRIAGEWAY.,2,250485,1,0,0,1,5,6,2,5,Not at intersection,3,100,Local Road
T20120006439,2012-03-16,16:13:00,5,collision with some other object,6,Friday,193,STRUCK RAILWAY CROSSING FURNITURE,1,250695,2,1,0,0,1,2,1,5,Not at intersection,1,80,Local Road
T20120006353,2012-03-16,02:30:00,4,Collision with a fixed object,6,Friday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,253843,1,0,1,0,0,1,1,2,T intersection,2,80,Arterial Other
T20120006441,2012-03-16,22:05:00,4,Collision with a fixed object,6,Friday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,5,250487,2,0,0,1,3,4,1,5,Not at intersection,3,70,Local Road
T20120006443,2012-03-16,19:18:00,1,Collision with vehicle,6,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,41154,2,0,0,1,1,2,1,1,Cross intersection,3,60,Local Road
T20120006384,2012-03-16,11:20:00,1,Collision with vehicle,6,Friday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,45059,2,0,1,0,1,2,1,2,T intersection,2,60,Arterial Other
T20120006355,2012-03-16,04:50:00,4,Collision with a fixed object,6,Friday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,3,250580,1,0,0,1,0,1,1,5,Not at intersection,3,100,Freeway
T20120006444,2012-03-16,22:46:00,2,Struck Pedestrian,6,Friday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,3,35676,1,0,1,1,4,6,1,1,Cross intersection,2,50,Arterial Highway
T20120006382,2012-03-16,09:49:00,5,collision with some other object,6,Friday,191,LOAD OR MISSILE STRUCK VEHICLE,1,250453,2,0,0,1,1,2,1,5,Not at intersection,3,90,Freeway
T20120006352,2012-03-16,01:50:00,1,Collision with vehicle,6,Friday,149,OTHER MANOEUVRING NOT INCLUDED IN DCAs 140-148,3,250556,3,0,0,1,3,4,1,5,Not at intersection,3,50,
T20120006492,2012-03-17,13:55:00,4,Collision with a fixed object,7,Saturday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,1,252504,1,1,0,0,0,1,1,5,Not at intersection,1,100,
T20120007130,2012-03-17,13:15:00,1,Collision with vehicle,7,Saturday,116,LEFT NEAR (INTERSECTIONS ONLY),1,35605,2,0,0,1,1,2,1,1,Cross intersection,3,80,Arterial Highway
T20120006577,2012-03-17,13:55:00,4,Collision with a fixed object,7,Saturday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,42543,1,0,0,2,0,2,1,2,T intersection,3,50,Local Road
T20120006627,2012-03-17,20:00:00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE),6,609197,2,0,1,0,4,5,2,1,Cross intersection,2,70,Local Road
T20120006591,2012-03-17,14:00:00,1,Collision with vehicle,7,Saturday,140,U TURN,1,250619,2,0,0,1,1,2,2,5,Not at intersection,3,60,Arterial Other
T20120006490,2012-03-17,05:30:00,4,Collision with a fixed object,7,Saturday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,5,250505,1,0,1,0,0,1,1,5,Not at intersection,2,40,Arterial Other
T20120008919,2012-03-17,01:30:00,1,Collision with vehicle,7,Saturday,136,RIGHT TURN SIDESWIPE,5,35355,2,0,0,1,1,2,2,1,Cross intersection,3,40,Local Road
T20120017057,2012-03-17,12:00:00,5,collision with some other object,7,Saturday,166,STRUCK OBJECT ON CARRIAGEWAY,1,253040,1,0,0,1,0,1,2,5,Not at intersection,3,888,
T20120008077,2012-03-17,19:30:00,4,Collision with a fixed object,7,Saturday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,2,250987,1,0,0,1,0,1,1,5,Not at intersection,3,60,
T20120006487,2012-03-17,15:45:00,4,Collision with a fixed object,7,Saturday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,1,250504,1,0,1,0,0,1,1,5,Not at intersection,2,70,Arterial Other
T20120006486,2012-03-17,14:55:00,1,Collision with vehicle,7,Saturday,121,RIGHT THROUGH,1,36148,2,0,0,1,1,2,1,2,T intersection,3,60,Arterial Other
T20120006485,2012-03-17,11:30:00,8,No collision and no object struck,7,Saturday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,250503,1,0,1,0,0,1,2,5,Not at intersection,2,100,Local Road
T20120006484,2012-03-17,16:15:00,1,Collision with vehicle,7,Saturday,132,RIGHT REAR.,1,250502,2,0,1,0,1,2,1,5,Not at intersection,2,80,Arterial Highway
T20120006477,2012-03-17,13:30:00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,250497,2,0,1,1,1,3,1,5,Not at intersection,2,80,Arterial Highway
T20120006476,2012-03-17,14:00:00,1,Collision with vehicle,7,Saturday,134,LANE CHANGE RIGHT (NOT OVERTAKING),1,251320,2,0,0,1,1,2,2,5,Not at intersection,3,50,Local Road
T20120006470,2012-03-17,10:10:00,1,Collision with vehicle,7,Saturday,121,RIGHT THROUGH,1,30031,2,0,0,1,2,3,1,1,Cross intersection,3,60,Arterial Highway
T20120006469,2012-03-17,12:24:00,6,Vehicle overturned (no collision),7,Saturday,172,OFF CARRIAGEWAY TO RIGHT,1,278948,1,0,0,1,0,1,1,5,Not at intersection,3,100,Freeway
T20120006467,2012-03-17,09:40:00,1,Collision with vehicle,7,Saturday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,250755,2,0,1,0,1,2,1,5,Not at intersection,2,60,Arterial Highway
T20120006697,2012-03-17,19:10:00,4,Collision with a fixed object,7,Saturday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,250917,1,0,1,2,0,3,1,5,Not at intersection,2,60,Arterial Other
T20120006458,2012-03-17,09:25:00,1,Collision with vehicle,7,Saturday,140,U TURN,1,233,2,0,0,1,2,3,1,2,T intersection,3,60,Local Road
T20120006505,2012-03-17,20:33:00,1,Collision with vehicle,7,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),3,57311,2,0,0,1,3,4,1,1,Cross intersection,3,50,Arterial Highway
T20120006506,2012-03-17,21:35:00,6,Vehicle overturned (no collision),7,Saturday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),3,250520,1,0,1,0,0,1,1,5,Not at intersection,2,50,Local Road
T20120006508,2012-03-17,23:05:00,1,Collision with vehicle,7,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),3,228078,2,0,0,2,0,2,1,1,Cross intersection,3,60,Arterial Highway
T20120006451,2012-03-17,01:55:00,4,Collision with a fixed object,7,Saturday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,63905,1,0,1,0,0,1,1,5,Not at intersection,2,60,Arterial Other
T20120006510,2012-03-17,22:00:00,1,Collision with vehicle,7,Saturday,179,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,3,256900,2,0,1,0,3,4,1,2,T intersection,2,60,Arterial Other
T20120006449,2012-03-17,00:05:00,1,Collision with vehicle,7,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),3,1248,2,0,0,1,2,3,1,1,Cross intersection,3,999,Arterial Other
T20120006448,2012-03-17,00:05:00,4,Collision with a fixed object,7,Saturday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,4,250492,1,0,1,1,0,2,1,5,Not at intersection,2,100,
T20120013543,2012-03-17,13:30:00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,35303,2,0,0,1,1,2,2,2,T intersection,3,70,Arterial Other
T20120006536,2012-03-17,17:45:00,1,Collision with vehicle,7,Saturday,140,U TURN,1,250538,2,0,0,1,2,3,1,5,Not at intersection,3,50,Arterial Other
T20120006538,2012-03-17,17:00:00,4,Collision with a fixed object,7,Saturday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,250684,1,0,0,1,0,1,1,5,Not at intersection,3,60,
T20120006503,2012-03-17,17:32:00,1,Collision with vehicle,7,Saturday,121,RIGHT THROUGH,1,394,2,0,1,1,0,2,1,1,Cross intersection,2,80,Arterial Other
T20120006502,2012-03-17,17:55:00,1,Collision with vehicle,7,Saturday,121,RIGHT THROUGH,1,250518,2,0,0,1,1,2,1,2,T intersection,3,80,Arterial Other
T20120006500,2012-03-17,17:20:00,2,Struck Pedestrian,7,Saturday,104,PED WALKING WITH TRAFFIC,1,253801,1,0,1,0,1,2,1,5,Not at intersection,2,50,Local Road
T20120006718,2012-03-17,13:50:00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,299116,2,0,0,1,2,3,2,5,Not at intersection,3,80,Arterial Other
T20120006727,2012-03-17,12:00:00,8,No collision and no object struck,7,Saturday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,250918,1,0,0,1,0,1,2,5,Not at intersection,3,100,
T20120006542,2012-03-17,16:48:00,1,Collision with vehicle,7,Saturday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,37147,2,0,1,2,0,3,1,2,T intersection,2,80,Arterial Other
T20120006675,2012-03-17,20:00:00,1,Collision with vehicle,7,Saturday,152,PULLING OUT (OVERTAKING),3,252278,2,1,0,0,1,2,1,5,Not at intersection,1,60,Local Road
T20120006543,2012-03-17,22:15:00,1,Collision with vehicle,7,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),5,46430,2,0,2,3,0,5,1,4,Multiple intersection,2,100,Freeway
T20120006495,2012-03-17,20:04:00,2,Struck Pedestrian,7,Saturday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,3,44766,1,0,1,0,1,2,1,1,Cross intersection,2,60,Arterial Other
T20120006551,2012-03-17,18:00:00,4,Collision with a fixed object,7,Saturday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,250552,1,0,0,1,0,1,1,5,Not at intersection,3,888,Local Road
T20120011503,2012-03-17,15:30:00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,57703,2,0,0,2,1,3,2,2,T intersection,3,100,Arterial Other
T20120014336,2012-03-17,10:30:00,7,Fall from or in moving vehicle,7,Saturday,190,FELL IN/FROM VEHICLE,1,253374,1,0,0,1,0,1,2,2,T intersection,3,50,Local Road
T20120006678,2012-03-18,04:30:00,2,Struck Pedestrian,1,Sunday,109,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,3,250642,1,0,0,1,1,2,1,5,Not at intersection,3,50,Local Road
T20120006516,2012-03-18,02:05:00,2,Struck Pedestrian,1,Sunday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,3,250682,1,0,0,1,1,2,1,5,Not at intersection,3,60,Local Road
