ACCIDENT_NO,PERSON_ID,VEHICLE_ID,SEX,AGE_GROUP,INJ_LEVEL,INJ_LEVEL_DESC,SEATING_POSITION,HELMET_BELT_WORN,ROAD_USER_TYPE,ROAD_USER_TYPE_DESC,LICENCE_STATE,TAKEN_HOSPITAL,EJECTED_CODE
T20200000261,B,B,M,22-25,4,Not injured,D,1.0,2,Drivers,V,N,0.0
T20220006736,B,B,M,22-25,3,Other injury,D,9.0,2,Drivers,V,N,
T20230013352,03,B,F,26-29,3,Other injury,LF,1.0,3,Passengers,,Y,0.0
T20180022944,01,B,F,26-29,2,Serious injury,PL,6.0,5,Pillion Passengers,,Y,1.0
T20230008355,A,A,M,50-59,4,Not injured,D,6.0,4,Motorcyclists,V,,0.0
T20220014441,01,,M,50-59,3,Other injury,,8.0,1,Pedestrians,,N,0.0
T20220012783,A,A,M,70+,3,Other injury,D,5.0,2,Drivers,V,N,0.0
T20230008355,B,B,U,Unknown,4,Not injured,NK,9.0,2,Drivers,Z,,9.0
T20240020682,A,A,F,18-21,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20230023532,A,A,M,22-25,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20190024727,04,A,F,0-4,4,Not injured,OR,3.0,3,Passengers,,,0.0
T20190024727,01,A,F,0-4,3,Other injury,OR,3.0,3,Passengers,,N,0.0
T20190024727,02,A,M,5-12,4,Not injured,LF,1.0,3,Passengers,,,0.0
T20190024727,B,B,M,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240011163,C,C,M,26-29,4,Not injured,D,1.0,2,Drivers,V,,
T20240011163,B,B,M,26-29,4,Not injured,D,1.0,2,Drivers,V,,
T20240011163,A,A,M,40-49,3,Other injury,D,1.0,2,Drivers,V,,
T20240006056,B,B,M,40-49,4,Not injured,D,1.0,2,Drivers,V,,
T20240006056,A,A,M,40-49,3,Other injury,D,1.0,2,Drivers,V,,
T20240014308,B,B,F,50-59,2,Serious injury,D,6.0,4,Motorcyclists,V,Y,1.0
T20240014308,A,A,M,50-59,4,Not injured,D,1.0,2,Drivers,V,,
T20240014308,01,A,F,13-15,4,Not injured,LF,1.0,3,Passengers,,,
T20240022346,B,B,F,60-64,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20240022346,A,A,M,30-39,3,Other injury,D,9.0,2,Drivers,V,,0.0
T20240011593,B,B,M,26-29,3,Other injury,D,1.0,2,Drivers,V,,
T20240011593,A,A,M,18-21,4,Not injured,D,1.0,2,Drivers,V,,
T20240004423,B,B,F,50-59,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20240004423,A,A,F,65-69,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240004423,C,C,M,22-25,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20240006326,B,B,M,50-59,4,Not injured,D,1.0,2,Drivers,V,,
T20240006326,A,A,F,60-64,3,Other injury,D,1.0,2,Drivers,V,,
T20240004647,A,A,F,40-49,2,Serious injury,D,2.0,2,Drivers,Q,Y,1.0
T20240014695,A,A,M,60-64,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20240015066,A,A,M,40-49,3,Other injury,D,6.0,4,Motorcyclists,V,N,0.0
T20240011099,A,A,F,50-59,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20210016187,A,A,M,60-64,3,Other injury,D,6.0,6,Bicyclists,,N,1.0
T20210016187,B,B,M,22-25,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20240011099,B,B,F,50-59,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20240015904,A,A,M,26-29,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20240011348,B,B,M,18-21,3,Other injury,D,6.0,4,Motorcyclists,V,,1.0
T20240003380,A,A,U,Unknown,4,Not injured,NK,9.0,9,Not Known,Z,,9.0
T20240003380,01,,F,22-25,3,Other injury,,8.0,1,Pedestrians,,N,0.0
T20210011282,B,B,F,40-49,4,Not injured,D,1.0,2,Drivers,V,,9.0
T20210011282,C,C,M,40-49,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20210011282,E,E,M,26-29,2,Serious injury,D,2.0,2,Drivers,V,Y,0.0
T20210011282,D,D,F,26-29,4,Not injured,D,1.0,2,Drivers,N,,0.0
T20210011282,A,A,F,22-25,4,Not injured,D,1.0,2,Drivers,O,,0.0
T20240014136,B,B,F,40-49,4,Not injured,D,9.0,2,Drivers,V,,9.0
T20240014136,A,A,M,30-39,3,Other injury,D,1.0,2,Drivers,Z,,0.0
T20240012547,B,B,U,Unknown,4,Not injured,NK,9.0,2,Drivers,Z,,9.0
T20160000847,A,A,M,22-25,2,Serious injury,D,1.0,2,Drivers,N,Y,0.0
T20160000847,B,B,M,40-49,1,Fatality,D,1.0,2,Drivers,N,N,0.0
T20240012547,A,A,M,30-39,2,Serious injury,D,6.0,6,Bicyclists,,Y,2.0
T20230025981,A,A,F,22-25,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20230025981,B,B,F,26-29,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20240012932,B,B,U,Unknown,4,Not injured,NK,9.0,9,Not Known,Z,,9.0
T20230015051,02,B,F,30-39,4,Not injured,RR,9.0,3,Passengers,,,
T20230016567,01,A,F,40-49,4,Not injured,LF,1.0,3,Passengers,,,0.0
T20240002899,A,A,M,50-59,2,Serious injury,D,9.0,2,Drivers,V,Y,0.0
T20230016567,A,A,M,40-49,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240004620,B,B,M,40-49,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20240013751,A,A,F,70+,1,Fatality,D,2.0,2,Drivers,V,N,2.0
T20240010259,02,,M,30-39,3,Other injury,,8.0,1,Pedestrians,,N,0.0
T20240006395,A,A,M,60-64,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240010259,A,A,M,65-69,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240010259,01,A,M,65-69,4,Not injured,LF,1.0,3,Passengers,,,0.0
T20240004769,01,,F,70+,1,Fatality,,8.0,1,Pedestrians,,,0.0
T20240011863,B,B,F,50-59,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20240011863,C,C,M,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240013881,A,A,F,22-25,4,Not injured,D,1.0,2,Drivers,V,,
T20240013881,B,B,F,26-29,2,Serious injury,D,1.0,2,Drivers,V,Y,
T20240012088,A,A,M,60-64,3,Other injury,D,9.0,2,Drivers,Z,,0.0
T20240012088,B,B,F,65-69,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20240027306,01,A,F,30-39,3,Other injury,D,9.0,16,E-scooter Rider,,N,1.0
T20240010171,A,A,M,70+,3,Other injury,D,9.0,2,Drivers,V,N,0.0
T20230013562,B,B,M,30-39,4,Not injured,D,1.0,2,Drivers,N,,0.0
T20240004501,01,C,M,5-12,3,Other injury,LR,3.0,3,Passengers,,N,0.0
T20230015496,01,A,F,30-39,4,Not injured,LF,9.0,3,Passengers,,,0.0
T20230015496,02,B,M,70+,3,Other injury,LF,9.0,3,Passengers,,,0.0
T20180016625,A,A,M,26-29,4,Not injured,D,1.0,2,Drivers,O,,0.0
T20180016625,B,B,F,70+,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20180016625,01,B,M,40-49,2,Serious injury,LF,1.0,3,Passengers,,Y,0.0
T20230022938,A,A,F,22-25,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20230006885,B,B,M,30-39,4,Not injured,D,9.0,2,Drivers,V,,9.0
T20230006885,A,A,M,40-49,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20220011111,A,A,M,40-49,4,Not injured,D,9.0,2,Drivers,Z,,
T20230023240,A,A,F,50-59,3,Other injury,D,1.0,2,Drivers,V,Y,0.0
T20230010709,B,B,M,22-25,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20230028719,01,B,F,13-15,3,Other injury,LF,1.0,3,Passengers,,N,0.0
T20230014571,B,B,F,50-59,3,Other injury,D,9.0,2,Drivers,V,,
T20230029236,B,B,F,60-64,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20230029236,A,A,F,18-21,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20230005473,A,A,F,40-49,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20230005473,01,,M,30-39,3,Other injury,,8.0,1,Pedestrians,,N,0.0
T20230022761,B,B,M,18-21,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20230020560,A,A,M,18-21,2,Serious injury,D,9.0,2,Drivers,V,Y,0.0
T20230020560,01,B,M,16-17,4,Not injured,LF,1.0,3,Passengers,,,0.0
T20230020560,02,B,M,13-15,4,Not injured,RR,1.0,3,Passengers,,,0.0
T20230022938,B,B,M,50-59,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20230015826,B,B,M,60-64,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20220020571,A,A,M,22-25,3,Other injury,D,9.0,2,Drivers,V,,0.0
T20220023849,01,,F,70+,3,Other injury,,8.0,1,Pedestrians,,,0.0
T20240005640,01,B,F,22-25,3,Other injury,LF,9.0,3,Passengers,,N,0.0
T20240002432,A,A,F,70+,4,Not injured,D,1.0,2,Drivers,V,,
T20230024596,A,A,M,60-64,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20230024596,01,A,F,30-39,3,Other injury,LF,1.0,3,Passengers,,,0.0
T20230018653,01,B,F,30-39,4,Not injured,LF,1.0,3,Passengers,V,,0.0
T20230018653,A,A,F,40-49,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20230018653,B,B,M,16-17,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20220020571,B,B,M,30-39,4,Not injured,D,9.0,2,Drivers,N,,0.0
T20230000257,A,A,M,60-64,4,Not injured,D,9.0,2,Drivers,V,,9.0
T20240013506,B,B,F,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240000324,A,A,M,40-49,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240001468,B,B,F,18-21,4,Not injured,D,8.0,2,Drivers,V,,9.0
T20230027614,B,B,M,50-59,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20230028100,A,A,M,40-49,4,Not injured,D,8.0,2,Drivers,V,,0.0
T20180007825,A,A,M,40-49,3,Other injury,D,6.0,4,Motorcyclists,V,,1.0
T20230000582,A,A,F,60-64,2,Serious injury,D,6.0,4,Motorcyclists,V,Y,1.0
T20230024342,A,A,M,18-21,2,Serious injury,D,6.0,4,Motorcyclists,V,Y,2.0
T20230024342,B,B,M,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240010309,A,A,F,26-29,3,Other injury,D,6.0,4,Motorcyclists,V,N,1.0
T20210010124,B,B,M,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20230025882,A,A,F,16-17,2,Serious injury,D,9.0,2,Drivers,V,Y,1.0
T20230023291,A,A,F,30-39,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20220020372,A,A,M,65-69,3,Other injury,D,9.0,6,Bicyclists,V,N,0.0
T20200001497,03,C,F,5-12,2,Serious injury,LF,1.0,3,Passengers,,Y,0.0
T20230021123,B,B,M,50-59,4,Not injured,D,2.0,2,Drivers,V,,9.0
T20240012791,A,A,M,60-64,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20230019212,A,A,M,65-69,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20240008563,03,B,M,5-12,4,Not injured,OR,3.0,3,Passengers,,,0.0
T20230025855,01,A,F,30-39,3,Other injury,LF,1.0,3,Passengers,,N,0.0
T20200005135,02,,M,40-49,4,Not injured,,8.0,1,Pedestrians,,,0.0
T20230000707,A,A,M,70+,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240010160,A,A,F,30-39,3,Other injury,D,9.0,2,Drivers,V,,0.0
T20230018273,B,B,M,30-39,4,Not injured,NK,9.0,7,Drivers,V,,0.0
T20230026590,B,B,M,22-25,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20230026590,A,A,M,50-59,3,Other injury,D,6.0,6,Bicyclists,V,,1.0
T20240002539,B,B,U,Unknown,4,Not injured,NK,9.0,2,Drivers,Z,,9.0
T20240014335,C,C,M,18-21,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20220000547,B,B,M,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20230030588,A,A,M,22-25,2,Serious injury,D,9.0,2,Drivers,V,Y,9.0
T20220011016,A,A,F,60-64,1,Fatality,D,1.0,2,Drivers,V,Y,0.0
T20230016049,A,A,F,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20230018763,B,B,F,50-59,3,Other injury,D,9.0,2,Drivers,V,,0.0
T20240005100,B,B,M,60-64,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20170020556,A,A,M,18-21,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20220005444,01,A,M,13-15,3,Other injury,LF,1.0,3,Passengers,,,0.0
T20220005444,A,A,F,30-39,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20240002425,A,A,M,30-39,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20210018268,01,A,M,40-49,2,Serious injury,LF,1.0,3,Passengers,,Y,0.0
T20220010965,02,A,F,70+,4,Not injured,LF,1.0,3,Passengers,,,0.0
T20210006374,01,,F,50-59,2,Serious injury,,8.0,1,Pedestrians,,Y,0.0
T20240000968,02,A,F,5-12,4,Not injured,CR,1.0,3,Passengers,,,0.0
T20220019288,B,B,M,Unknown,4,Not injured,D,9.0,2,Drivers,Z,,0.0
T20230019345,B,B,M,40-49,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20230019345,04,B,M,5-12,4,Not injured,OR,3.0,3,Passengers,,,0.0
T20240011535,B,B,U,Unknown,4,Not injured,D,9.0,2,Drivers,Z,,0.0
T20240011535,A,A,F,60-64,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20240008394,B,B,M,40-49,4,Not injured,D,9.0,2,Drivers,O,,
T20240010871,A,A,M,50-59,3,Other injury,D,6.0,4,Motorcyclists,V,N,0.0
T20240011495,B,B,M,40-49,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240011495,A,A,F,60-64,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20240011782,B,B,M,40-49,4,Not injured,D,9.0,2,Drivers,V,,
T20240011782,A,A,M,50-59,3,Other injury,D,9.0,2,Drivers,V,,
T20240000968,01,A,F,40-49,4,Not injured,LF,1.0,3,Passengers,,,0.0
T20240003592,01,A,F,18-21,3,Other injury,LF,1.0,3,Passengers,,,
T20240003592,03,B,F,0-4,4,Not injured,RR,3.0,3,Passengers,,,
T20240003592,04,B,M,0-4,3,Other injury,LR,3.0,3,Passengers,,,
T20240003592,B,B,F,30-39,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20240011419,A,A,M,40-49,4,Not injured,D,1.0,2,Drivers,V,,
T20240011419,B,B,F,40-49,3,Other injury,D,8.0,6,Bicyclists,V,,
T20240004468,03,B,M,18-21,2,Serious injury,RR,1.0,3,Passengers,,Y,0.0
T20240004468,A,A,F,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240004468,B,B,M,26-29,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20240004468,01,B,M,18-21,2,Serious injury,LF,1.0,3,Passengers,,Y,0.0
T20240004468,02,B,F,18-21,2,Serious injury,LR,1.0,3,Passengers,,Y,0.0
T20240011742,A,A,M,50-59,3,Other injury,D,6.0,4,Motorcyclists,V,N,1.0
T20240013069,B,B,F,70+,4,Not injured,D,1.0,2,Drivers,Z,,0.0
T20240013069,A,A,M,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240009458,A,A,F,60-64,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240009458,B,B,M,60-64,2,Serious injury,D,6.0,6,Bicyclists,V,Y,1.0
T20240009546,A,A,M,40-49,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20140026326,04,C,M,Unknown,4,Not injured,OR,8.0,8,Passengers,,,0.0
T20190008544,A,A,F,40-49,4,Not injured,D,8.0,2,Drivers,V,,0.0
T20190008544,01,,M,70+,3,Other injury,,8.0,1,Pedestrians,,N,0.0
T20190014293,A,A,F,22-25,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20230002026,A,A,M,60-64,2,Serious injury,D,6.0,4,Motorcyclists,V,Y,2.0
T20230022441,03,A,M,16-17,3,Other injury,LF,1.0,3,Passengers,,,0.0
T20230024880,A,A,M,40-49,4,Not injured,D,9.0,2,Drivers,V,,
T20230017257,A,A,M,18-21,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20180020491,B,B,F,50-59,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20240002267,B,B,M,50-59,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20240002267,A,A,M,50-59,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20210018268,A,A,M,30-39,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20240029294,B,B,M,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20230019842,B,B,F,50-59,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20220013553,01,,F,70+,3,Other injury,,8.0,1,Pedestrians,,N,0.0
T20140000629,B,B,M,5-12,3,Other injury,D,9.0,6,Bicyclists,V,,1.0
T20230010256,A,A,M,50-59,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20230010256,B,B,U,Unknown,4,Not injured,D,9.0,9,Not Known,Z,,9.0
T20190008669,B,B,M,40-49,4,Not injured,D,9.0,2,Drivers,V,,9.0
T20240006861,A,A,M,30-39,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20230021413,01,,M,70+,2,Serious injury,,8.0,1,Pedestrians,,Y,0.0
T20230021413,A,A,F,70+,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20230021278,B,B,M,50-59,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20230021278,A,A,M,22-25,2,Serious injury,D,6.0,6,Bicyclists,V,Y,2.0
T20210000014,A,A,M,22-25,2,Serious injury,D,9.0,2,Drivers,V,Y,9.0
T20240000645,A,A,M,26-29,2,Serious injury,D,9.0,2,Drivers,V,Y,3.0
T20230016859,A,A,F,60-64,2,Serious injury,D,2.0,2,Drivers,V,Y,0.0
T20180013098,A,A,M,50-59,3,Other injury,D,9.0,2,Drivers,V,N,9.0
T20240000779,A,A,M,40-49,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240001447,A,A,M,30-39,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20230025765,A,A,M,50-59,2,Serious injury,D,1.0,2,Drivers,N,Y,0.0
T20240016126,B,B,F,22-25,3,Other injury,D,9.0,2,Drivers,V,,0.0
T20240016126,A,A,F,22-25,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20240016109,B,B,M,50-59,2,Serious injury,D,6.0,6,Bicyclists,V,Y,1.0
T20230014772,A,A,M,60-64,2,Serious injury,D,6.0,4,Motorcyclists,V,Y,1.0
T20230025644,B,B,F,13-15,3,Other injury,D,2.0,2,Drivers,Z,N,1.0
T20240012755,A,A,M,22-25,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20230012217,A,A,M,50-59,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20230012217,B,B,F,22-25,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240014300,B,B,M,40-49,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240014300,A,A,M,65-69,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20240016104,A,A,M,26-29,4,Not injured,D,9.0,2,Drivers,Z,,0.0
T20240014275,B,B,M,30-39,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20220008314,B,B,M,60-64,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20240012500,B,B,M,50-59,2,Serious injury,D,6.0,6,Bicyclists,V,Y,1.0
T20230026955,01,B,M,0-4,3,Other injury,RR,3.0,3,Passengers,,N,0.0
T20220008314,A,A,F,40-49,3,Other injury,D,9.0,2,Drivers,V,,0.0
T20220007886,A,A,M,30-39,3,Other injury,D,2.0,2,Drivers,V,N,0.0
T20230025644,01,B,M,13-15,3,Other injury,NK,2.0,3,Passengers,,N,1.0
T20230025644,A,A,M,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20220018741,A,A,M,22-25,2,Serious injury,D,2.0,2,Drivers,Z,Y,1.0
T20240005392,A,A,F,40-49,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20240002912,B,B,M,40-49,2,Serious injury,D,9.0,2,Drivers,V,Y,1.0
T20240002912,A,A,M,60-64,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240032135,A,A,M,26-29,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240014140,01,,F,13-15,2,Serious injury,,8.0,1,Pedestrians,,Y,0.0
T20230014560,A,A,F,18-21,3,Other injury,D,9.0,2,Drivers,V,,0.0
T20230026955,A,A,M,70+,2,Serious injury,D,1.0,2,Drivers,V,Y,9.0
T20230026955,B,B,F,40-49,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20240001450,B,B,M,5-12,3,Other injury,D,6.0,6,Bicyclists,,N,1.0
T20230028805,A,A,F,22-25,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20230028805,B,B,M,30-39,4,Not injured,D,1.0,2,Drivers,Q,,0.0
T20230009446,A,A,M,30-39,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20230014515,D,D,M,40-49,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20230014515,E,E,M,65-69,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240012932,A,A,M,18-21,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20240010414,A,A,F,22-25,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20240010414,B,B,M,18-21,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240011274,A,A,F,30-39,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20240015260,A,A,F,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240015173,A,A,M,70+,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20210012835,B,B,M,40-49,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20220018763,A,A,M,30-39,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20230009521,B,B,M,50-59,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20230009521,01,B,F,40-49,2,Serious injury,LF,1.0,3,Passengers,,Y,0.0
T20240003537,01,B,M,40-49,3,Other injury,LF,1.0,3,Passengers,,,0.0
T20240003537,A,A,F,40-49,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20240003537,B,B,F,40-49,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20240010640,02,A,F,5-12,2,Serious injury,LR,9.0,3,Passengers,,Y,0.0
T20190026127,B,B,M,70+,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20190026127,A,A,F,70+,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240015515,B,B,F,30-39,4,Not injured,D,9.0,2,Drivers,V,,
T20210015408,A,A,M,50-59,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20240012116,A,A,M,40-49,3,Other injury,D,1.0,2,Drivers,V,,
T20230020120,01,,F,30-39,3,Other injury,,8.0,1,Pedestrians,,N,0.0
T20230018173,02,A,M,16-17,4,Not injured,RR,9.0,3,Passengers,,,0.0
T20230018173,A,A,M,30-39,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20240003304,A,A,M,30-39,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20230030217,A,A,M,50-59,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20210000943,01,A,F,26-29,4,Not injured,LF,9.0,3,Passengers,,,0.0
T20210000943,A,A,M,30-39,3,Other injury,D,9.0,2,Drivers,V,,0.0
T20210000943,B,B,U,Unknown,3,Other injury,D,1.0,2,Drivers,Z,,0.0
T20240015536,A,A,M,16-17,2,Serious injury,D,2.0,2,Drivers,V,Y,0.0
T20240001376,B,B,M,40-49,1,Fatality,D,7.0,9,Not Known,V,N,1.0
T20240001376,01,A,F,0-4,4,Not injured,LR,3.0,3,Passengers,,,0.0
T20240010979,02,D,M,70+,2,Serious injury,LF,1.0,3,Passengers,,Y,0.0
T20220016105,A,A,M,26-29,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20220012822,A,A,F,26-29,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20220012822,01,,M,16-17,3,Other injury,,8.0,1,Pedestrians,,N,0.0
T20230016366,A,A,M,22-25,3,Other injury,D,6.0,4,Motorcyclists,V,N,1.0
T20230024435,B,B,M,70+,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20240014493,01,,M,40-49,3,Other injury,,8.0,1,Pedestrians,,N,0.0
T20240014493,A,A,M,40-49,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20210001171,A,A,M,26-29,2,Serious injury,D,6.0,4,Motorcyclists,V,Y,1.0
T20240004960,B,B,M,26-29,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20210018376,B,B,U,Unknown,4,Not injured,NK,9.0,9,Not Known,Z,,9.0
T20230013570,A,A,F,18-21,3,Other injury,D,9.0,2,Drivers,V,,
T20230030031,A,A,M,40-49,3,Other injury,D,9.0,2,Drivers,V,,9.0
T20220025121,A,A,F,40-49,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20230013570,B,B,M,40-49,2,Serious injury,D,9.0,2,Drivers,V,Y,
T20230013570,01,B,F,13-15,4,Not injured,LR,9.0,3,Passengers,,,
T20240010291,A,A,F,30-39,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20240010291,B,B,M,26-29,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20240010291,02,A,M,5-12,3,Other injury,LR,3.0,3,Passengers,,N,0.0
T20230023408,B,B,M,40-49,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20230023408,A,A,M,40-49,3,Other injury,D,9.0,2,Drivers,V,,0.0
T20240016097,A,A,M,22-25,3,Other injury,D,9.0,4,Motorcyclists,V,N,2.0
T20210020060,B,B,M,18-21,4,Not injured,D,9.0,2,Drivers,V,,9.0
T20210020060,A,A,M,18-21,3,Other injury,D,9.0,2,Drivers,V,,0.0
T20230005479,A,A,M,22-25,1,Fatality,D,6.0,4,Motorcyclists,V,,1.0
T20230021273,02,B,U,5-12,4,Not injured,LR,9.0,3,Passengers,,,
T20240003198,01,B,M,5-12,3,Other injury,LF,9.0,3,Passengers,,N,0.0
T20170024836,01,A,F,18-21,3,Other injury,LF,2.0,3,Passengers,,,0.0
T20240005980,B,B,M,40-49,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20230017059,A,A,M,65-69,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20210008089,03,A,F,13-15,3,Other injury,LF,1.0,3,Passengers,,N,0.0
T20210008089,B,B,M,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20230025130,B,B,M,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20230025130,A,A,F,30-39,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20240015030,01,B,F,70+,4,Not injured,LF,9.0,3,Passengers,,,0.0
T20210005032,B,B,M,30-39,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20240002939,A,A,M,50-59,3,Other injury,D,1.0,2,Drivers,V,,9.0
T20230028868,B,B,F,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20230028868,A,A,M,50-59,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20230026749,A,A,F,65-69,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
